arm,dataset,facility_id,horizon,level,method,PICP,MPIW,Winkler,picp_lo,picp_hi,n_test,dynamic,degenerate,cal_score_max,status
A3_v2_daychunk,birmingham,12,y_t+60min,0.9,ACI-crosscheck,0.8888888888888888,130.64249628159905,180.4715593327455,0.8181818181818182,0.9393939393939394,135,True,False,134.29380357142855,ok
A3_v2_daychunk,birmingham,13,y_t+60min,0.9,EnbPI,0.7678571428571429,46.26082059737591,98.51070586629466,0.6759259259259259,0.8425925925925926,112,True,False,76.70346626984133,ok
A3_v2_daychunk,birmingham,13,y_t+60min,0.9,AgACI-style,0.9107142857142856,74.5207319468135,88.46494551702514,0.8611111111111112,0.9444444444444444,112,True,False,76.70346626984133,ok
A3_v2_daychunk,birmingham,13,y_t+60min,0.9,NGBoost,0.3214285714285714,14.236007068671046,249.5062139455231,0.2222222222222222,0.4166666666666667,112,True,False,76.70346626984133,ok
A3_v2_daychunk,birmingham,13,y_t+60min,0.9,NGBoost-conformal,0.9196428571428572,89.80191757183879,103.91872286573096,0.8518518518518519,0.9814814814814816,112,True,False,76.70346626984133,ok
A3_v2_daychunk,birmingham,13,y_t+60min,0.9,ACI-crosscheck,0.8928571428571429,68.95181974560657,88.77231294288552,0.8240740740740741,0.9444444444444444,112,True,False,76.70346626984133,ok
A3_v2_daychunk,birmingham,14,y_t+60min,0.9,EnbPI,0.8608695652173913,30.157531255817027,59.03865733671624,0.7719298245614035,0.9298245614035088,115,True,False,39.56234226190477,ok
A3_v2_daychunk,birmingham,14,y_t+60min,0.9,AgACI-style,0.8869565217391304,37.65473326549264,60.52985727553775,0.8153508771929814,0.9473684210526316,115,True,False,39.56234226190477,ok
A3_v2_daychunk,birmingham,14,y_t+60min,0.9,NGBoost,0.4695652173913043,10.859673207105669,111.42774681887845,0.3684210526315789,0.5526315789473685,115,True,False,39.56234226190477,ok
A3_v2_daychunk,birmingham,14,y_t+60min,0.9,NGBoost-conformal,0.8869565217391304,40.94069823031776,64.58961766141749,0.7982456140350878,0.956140350877193,115,True,False,39.56234226190477,ok
A3_v2_daychunk,birmingham,14,y_t+60min,0.9,ACI-crosscheck,0.8956521739130435,34.87604493381017,59.259000639939806,0.8245614035087719,0.956140350877193,115,True,False,39.56234226190477,ok
A3_v2_daychunk,birmingham,15,y_t+60min,0.9,EnbPI,0.781021897810219,40.01769483362289,83.21772627494104,0.6893939393939394,0.8636363636363636,137,True,False,64.69230357142857,ok
A3_v2_daychunk,birmingham,15,y_t+60min,0.9,AgACI-style,0.8905109489051095,56.44859916087906,79.03878393603685,0.8257575757575758,0.9393939393939394,137,True,False,64.69230357142857,ok
