facility_id,horizon,level,method,n_test,n_cal,PICP_corrected,MPIW_corrected,Winkler_corrected,PICP_legacy,MPIW_legacy,Winkler_legacy,d_PICP,d_MPIW,d_Winkler,rel_MPIW,rel_Winkler,arm_role,gate,gamma_held,gamma_legacy_would_select
21,y_t+15min,0.9,CQR,1015,760,0.9113300492610836,7.807026538071263,13.07759345879264,0.9113300492610836,7.807026538071263,13.07759345879264,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
21,y_t+15min,0.9,ACI,1015,760,0.8847290640394089,8.946029353587482,14.02202277951933,0.8866995073891626,9.055615620075963,13.869145674312914,0.0019704433497537,0.109586266488483,-0.1528771052064161,0.012249710140347,-0.0109026427649019,treated,N/A-mechanism-arm,0.05,0.01
21,y_t+15min,0.9,ACQR,1015,760,0.8876847290640394,8.750337511019614,13.03335653661215,0.8876847290640394,8.824775569914983,13.086954098616031,0.0,0.0744380588953692,0.0535975620038833,0.0085068785977257,0.004112337589578,treated,N/A-mechanism-arm,0.05,0.005
22,y_t+15min,0.9,split-CP,1015,760,0.92807881773399,15.664133283041528,24.67414174675444,0.92807881773399,15.664133283041528,24.67414174675444,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
22,y_t+15min,0.9,CQR,1015,760,0.9152709359605912,9.910070953383386,16.12235613853005,0.9152709359605912,9.910070953383386,16.12235613853005,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
22,y_t+15min,0.9,ACI,1015,760,0.8896551724137931,12.47249425902505,20.492278707472057,0.8896551724137931,12.668196461839566,20.59231267421686,0.0,0.1957022028145161,0.1000339667448031,0.0156907029781077,0.0048815443208044,treated,N/A-mechanism-arm,0.05,0.01
22,y_t+15min,0.9,ACQR,1015,760,0.8896551724137931,11.111429341727511,16.951468344740213,0.8906403940886699,11.499079841194774,17.267641610184338,0.0009852216748768,0.3876504994672629,0.3161732654441245,0.0348875457463867,0.0186516742393132,treated,N/A-mechanism-arm,0.05,0.01
23,y_t+15min,0.9,split-CP,1015,760,0.9241379310344828,8.766785714285703,12.193985311714371,0.9241379310344828,8.766785714285703,12.193985311714371,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
23,y_t+15min,0.9,CQR,1015,760,0.9004926108374385,6.100965070511003,8.966517318456138,0.9004926108374385,6.100965070511003,8.966517318456138,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
23,y_t+15min,0.9,ACI,1015,760,0.8886699507389163,6.969561730424292,10.726528012636878,0.8886699507389163,7.151061338989419,10.76464213285346,0.0,0.1814996085651268,0.0381141202165817,0.0260417534968985,0.0035532578828563,treated,N/A-mechanism-arm,0.05,0.02
23,y_t+15min,0.9,ACQR,1015,760,0.8876847290640394,6.4598817387928085,8.753564312661819,0.8886699507389163,6.480212046118948,8.811327773034334,0.0009852216748769,0.0203303073261391,0.0577634603725147,0.0031471640113861,0.0065988502865011,treated,N/A-mechanism-arm,0.05,0.02
24,y_t+15min,0.9,split-CP,1015,760,0.9024630541871921,7.002718253968254,11.77019856256679,0.9024630541871921,7.002718253968254,11.77019856256679,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
24,y_t+15min,0.9,CQR,1015,760,0.8857142857142857,5.212180379015468,10.264456918950396,0.8857142857142857,5.212180379015468,10.264456918950396,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
24,y_t+15min,0.9,ACI,1015,760,0.8847290640394089,6.485420507562133,11.485813110580354,0.8857142857142857,6.509117318031357,11.523858384572918,0.0009852216748768017,0.02369681046922345,0.03804527399256408,0.0036538587500367144,0.0033123709768112125,treated,N/A-mechanism-arm,0.05,0.05
24,y_t+15min,0.9,ACQR,1015,760,0.8837438423645321,5.883136137899641,10.311947513297467,0.8857142857142857,5.961101900439797,10.266092888051075,0.0019704433497536034,0.0779657625401553,-0.045854625246391834,0.013252415159644789,-0.004446747346925628,treated,N/A-mechanism-arm,0.05,0.02
